province,total_housing_starts,single_detached_starts,multiples_starts,semi_detached_starts,row_housing_starts,apartment_starts,quarter,year,quarter_date
Ontario,23248.0,8792.0,14456.0,959.0,4746.0,8751.0,Q3,2017,2017-09-30
Ontario,19897.0,7448.0,12449.0,767.0,4235.0,7447.0,Q4,2017,2017-12-31
Ontario,18143.0,4530.0,13613.0,568.0,1721.0,11324.0,Q1,2018,2018-03-31
Ontario,20052.0,6779.0,13273.0,598.0,3168.0,9507.0,Q2,2018,2018-06-30
Ontario,18822.0,6521.0,12301.0,741.0,3000.0,8560.0,Q3,2018,2018-09-30
Ontario,21725.0,5956.0,15769.0,577.0,3930.0,11262.0,Q4,2018,2018-12-31
Ontario,13044.0,2786.0,10258.0,266.0,2414.0,7578.0,Q1,2019,2019-03-31
Ontario,17455.0,5108.0,12347.0,454.0,3586.0,8307.0,Q2,2019,2019-06-30
Ontario,21265.0,6129.0,15136.0,557.0,4058.0,10521.0,Q3,2019,2019-09-30
Ontario,17221.0,5264.0,11957.0,538.0,3527.0,7892.0,Q4,2019,2019-12-31
Ontario,14594.0,3614.0,10980.0,336.0,2531.0,8113.0,Q1,2020,2020-03-31
Ontario,19842.0,5112.0,14730.0,614.0,2974.0,11142.0,Q2,2020,2020-06-30
Ontario,25160.0,6670.0,18490.0,706.0,3747.0,14037.0,Q3,2020,2020-09-30
Ontario,21709.0,7286.0,14423.0,1068.0,3549.0,9806.0,Q4,2020,2020-12-31
Ontario,21628.0,6092.0,15536.0,579.0,2736.0,12221.0,Q1,2021,2021-03-31
Ontario,25594.0,8945.0,16649.0,929.0,3970.0,11750.0,Q2,2021,2021-06-30
Ontario,27765.0,9350.0,18415.0,730.0,4333.0,13352.0,Q3,2021,2021-09-30
Ontario,24579.0,6966.0,17613.0,655.0,4171.0,12787.0,Q4,2021,2021-12-31
Ontario,17686.0,4834.0,12852.0,558.0,2661.0,9633.0,Q1,2022,2022-03-31
Ontario,22460.0,6543.0,15917.0,618.0,5047.0,10252.0,Q2,2022,2022-06-30
Ontario,29746.0,7739.0,22007.0,643.0,5148.0,16216.0,Q3,2022,2022-09-30
Ontario,26188.0,6378.0,19810.0,453.0,4403.0,14954.0,Q4,2022,2022-12-31
Ontario,18490.0,4021.0,14469.0,377.0,2670.0,11422.0,Q1,2023,2023-03-31
Ontario,25512.0,4669.0,20843.0,425.0,3261.0,17157.0,Q2,2023,2023-06-30
Ontario,24813.0,4634.0,20179.0,494.0,4127.0,15558.0,Q3,2023,2023-09-30
Ontario,20482.0,4591.0,15891.0,433.0,3132.0,12326.0,Q4,2023,2023-12-31
Ontario,18169.0,2591.0,15578.0,321.0,2012.0,13245.0,Q1,2024,2024-03-31
Ontario,19256.0,3721.0,15535.0,450.0,3258.0,11827.0,Q2,2024,2024-06-30
Ontario,20614.0,4740.0,15874.0,381.0,3369.0,12124.0,Q3,2024,2024-09-30
Ontario,16534.0,3966.0,12568.0,397.0,3271.0,8900.0,Q4,2024,2024-12-31
Ontario,11019.0,1666.0,9353.0,150.0,1986.0,7217.0,Q1,2025,2025-03-31
Ontario,17327.0,3403.0,13924.0,401.0,2496.0,11027.0,Q2,2025,2025-06-30
Ontario,19748.0,3328.0,16420.0,298.0,2665.0,13457.0,Q3,2025,2025-09-30
Prairie provinces,,,,,,,Q1,2010,2010-03-31
Prairie provinces,,,,,,,Q2,2010,2010-06-30
Prairie provinces,,,,,,,Q3,2010,2010-09-30
Prairie provinces,,,,,,,Q4,2010,2010-12-31
Prairie provinces,,,,,,,Q1,2011,2011-03-31
Prairie provinces,,,,,,,Q2,2011,2011-06-30
Prairie provinces,,,,,,,Q3,2011,2011-09-30
Prairie provinces,,,,,,,Q4,2011,2011-12-31
Prairie provinces,,,,,,,Q1,2012,2012-03-31
Prairie provinces,,,,,,,Q2,2012,2012-06-30
Prairie provinces,,,,,,,Q3,2012,2012-09-30
Prairie provinces,,,,,,,Q4,2012,2012-12-31
Prairie provinces,,,,,,,Q1,2013,2013-03-31
Prairie provinces,,,,,,,Q2,2013,2013-06-30
Prairie provinces,,,,,,,Q3,2013,2013-09-30
Prairie provinces,,,,,,,Q4,2013,2013-12-31
Prairie provinces,,,,,,,Q1,2014,2014-03-31
Prairie provinces,,,,,,,Q2,2014,2014-06-30
Prairie provinces,,,,,,,Q3,2014,2014-09-30
Prairie provinces,,,,,,,Q4,2014,2014-12-31
Prairie provinces,,,,,,,Q1,2015,2015-03-31
Prairie provinces,,,,,,,Q2,2015,2015-06-30
Prairie provinces,,,,,,,Q3,2015,2015-09-30
Prairie provinces,,,,,,,Q4,2015,2015-12-31
Prairie provinces,,,,,,,Q1,2016,2016-03-31
Prairie provinces,,,,,,,Q2,2016,2016-06-30
Prairie provinces,,,,,,,Q3,2016,2016-09-30
Prairie provinces,,,,,,,Q4,2016,2016-12-31
Prairie provinces,,,,,,,Q1,2017,2017-03-31
Prairie provinces,,,,,,,Q2,2017,2017-06-30
Prairie provinces,,,,,,,Q3,2017,2017-09-30
Prairie provinces,,,,,,,Q4,2017,2017-12-31
Prairie provinces,,,,,,,Q1,2018,2018-03-31
Prairie provinces,,,,,,,Q2,2018,2018-06-30
Prairie provinces,,,,,,,Q3,2018,2018-09-30
Prairie provinces,,,,,,,Q4,2018,2018-12-31
Prairie provinces,,,,,,,Q1,2019,2019-03-31
Prairie provinces,,,,,,,Q2,2019,2019-06-30
Prairie provinces,,,,,,,Q3,2019,2019-09-30
Prairie provinces,,,,,,,Q4,2019,2019-12-31
Prairie provinces,,,,,,,Q1,2020,2020-03-31
Prairie provinces,,,,,,,Q2,2020,2020-06-30
Prairie provinces,,,,,,,Q3,2020,2020-09-30
Prairie provinces,,,,,,,Q4,2020,2020-12-31
Prairie provinces,,,,,,,Q1,2021,2021-03-31
Prairie provinces,,,,,,,Q2,2021,2021-06-30
Prairie provinces,,,,,,,Q3,2021,2021-09-30
Prairie provinces,,,,,,,Q4,2021,2021-12-31
Prairie provinces,,,,,,,Q1,2022,2022-03-31
Prairie provinces,,,,,,,Q2,2022,2022-06-30
Prairie provinces,,,,,,,Q3,2022,2022-09-30
Prairie provinces,,,,,,,Q4,2022,2022-12-31
Prairie provinces,,,,,,,Q1,2023,2023-03-31
Prairie provinces,,,,,,,Q2,2023,2023-06-30
Prairie provinces,,,,,,,Q3,2023,2023-09-30
Prairie provinces,,,,,,,Q4,2023,2023-12-31
Prairie provinces,,,,,,,Q1,2024,2024-03-31
Prairie provinces,,,,,,,Q2,2024,2024-06-30
Prairie provinces,,,,,,,Q3,2024,2024-09-30
Prairie provinces,,,,,,,Q4,2024,2024-12-31
Prairie provinces,,,,,,,Q1,2025,2025-03-31
Prairie provinces,,,,,,,Q2,2025,2025-06-30
Prairie provinces,,,,,,,Q3,2025,2025-09-30
Prince Edward Island,43.0,33.0,10.0,6.0,4.0,0.0,Q1,2010,2010-03-31
Prince Edward Island,289.0,169.0,120.0,15.0,27.0,78.0,Q2,2010,2010-06-30
Prince Edward Island,216.0,115.0,101.0,32.0,9.0,60.0,Q3,2010,2010-09-30
Prince Edward Island,208.0,79.0,129.0,16.0,10.0,103.0,Q4,2010,2010-12-31
Prince Edward Island,101.0,49.0,52.0,20.0,11.0,21.0,Q1,2011,2011-03-31
Prince Edward Island,212.0,93.0,119.0,8.0,4.0,107.0,Q2,2011,2011-06-30
Prince Edward Island,324.0,134.0,190.0,24.0,26.0,140.0,Q3,2011,2011-09-30
Prince Edward Island,303.0,155.0,148.0,18.0,6.0,124.0,Q4,2011,2011-12-31
Prince Edward Island,43.0,41.0,2.0,2.0,0.0,0.0,Q1,2012,2012-03-31
Prince Edward Island,297.0,100.0,197.0,22.0,50.0,125.0,Q2,2012,2012-06-30
Prince Edward Island,350.0,145.0,205.0,36.0,32.0,137.0,Q3,2012,2012-09-30
Prince Edward Island,251.0,101.0,150.0,34.0,45.0,71.0,Q4,2012,2012-12-31
Prince Edward Island,164.0,27.0,137.0,12.0,8.0,117.0,Q1,2013,2013-03-31
Prince Edward Island,209.0,109.0,100.0,25.0,6.0,69.0,Q2,2013,2013-06-30
Prince Edward Island,145.0,95.0,50.0,18.0,8.0,24.0,Q3,2013,2013-09-30
Prince Edward Island,118.0,51.0,67.0,16.0,14.0,37.0,Q4,2013,2013-12-31
Prince Edward Island,54.0,30.0,24.0,2.0,15.0,7.0,Q1,2014,2014-03-31
Prince Edward Island,171.0,80.0,91.0,20.0,5.0,66.0,Q2,2014,2014-06-30
Prince Edward Island,120.0,89.0,31.0,16.0,10.0,5.0,Q3,2014,2014-09-30
Prince Edward Island,166.0,93.0,73.0,14.0,13.0,46.0,Q4,2014,2014-12-31
Prince Edward Island,91.0,24.0,67.0,12.0,0.0,55.0,Q1,2015,2015-03-31
Prince Edward Island,101.0,73.0,28.0,15.0,7.0,6.0,Q2,2015,2015-06-30
Prince Edward Island,201.0,131.0,70.0,10.0,15.0,45.0,Q3,2015,2015-09-30
Prince Edward Island,165.0,58.0,107.0,21.0,22.0,64.0,Q4,2015,2015-12-31
Prince Edward Island,67.0,32.0,35.0,5.0,4.0,26.0,Q1,2016,2016-03-31
Prince Edward Island,157.0,75.0,82.0,16.0,38.0,28.0,Q2,2016,2016-06-30
Prince Edward Island,245.0,132.0,113.0,11.0,45.0,57.0,Q3,2016,2016-09-30
Prince Edward Island,87.0,66.0,21.0,12.0,9.0,0.0,Q4,2016,2016-12-31
Prince Edward Island,136.0,91.0,45.0,13.0,17.0,15.0,Q1,2017,2017-03-31
Prince Edward Island,246.0,144.0,102.0,26.0,17.0,59.0,Q2,2017,2017-06-30
Prince Edward Island,292.0,172.0,120.0,31.0,37.0,52.0,Q3,2017,2017-09-30
Prince Edward Island,237.0,142.0,95.0,28.0,25.0,42.0,Q4,2017,2017-12-31
Prince Edward Island,121.0,71.0,50.0,10.0,6.0,34.0,Q1,2018,2018-03-31
Prince Edward Island,320.0,152.0,168.0,40.0,22.0,106.0,Q2,2018,2018-06-30
Prince Edward Island,257.0,179.0,78.0,18.0,16.0,44.0,Q3,2018,2018-09-30
Prince Edward Island,391.0,160.0,231.0,24.0,50.0,157.0,Q4,2018,2018-12-31
Prince Edward Island,105.0,29.0,76.0,6.0,3.0,67.0,Q1,2019,2019-03-31
Prince Edward Island,371.0,111.0,260.0,37.0,49.0,174.0,Q2,2019,2019-06-30
Prince Edward Island,571.0,124.0,447.0,58.0,54.0,335.0,Q3,2019,2019-09-30
Prince Edward Island,457.0,216.0,241.0,24.0,57.0,160.0,Q4,2019,2019-12-31
Prince Edward Island,169.0,58.0,111.0,4.0,33.0,74.0,Q1,2020,2020-03-31
Prince Edward Island,405.0,117.0,288.0,32.0,28.0,228.0,Q2,2020,2020-06-30
Prince Edward Island,384.0,167.0,217.0,36.0,23.0,158.0,Q3,2020,2020-09-30
Prince Edward Island,282.0,156.0,126.0,49.0,50.0,27.0,Q4,2020,2020-12-31
Prince Edward Island,143.0,94.0,49.0,24.0,25.0,0.0,Q1,2021,2021-03-31
Prince Edward Island,410.0,225.0,185.0,85.0,61.0,39.0,Q2,2021,2021-06-30
Prince Edward Island,357.0,213.0,144.0,65.0,45.0,34.0,Q3,2021,2021-09-30
Prince Edward Island,350.0,169.0,181.0,43.0,65.0,73.0,Q4,2021,2021-12-31
Prince Edward Island,184.0,65.0,119.0,28.0,39.0,52.0,Q1,2022,2022-03-31
Prince Edward Island,432.0,158.0,274.0,78.0,79.0,117.0,Q2,2022,2022-06-30
Prince Edward Island,291.0,192.0,99.0,22.0,15.0,62.0,Q3,2022,2022-09-30
Prince Edward Island,411.0,176.0,235.0,69.0,61.0,105.0,Q4,2022,2022-12-31
Prince Edward Island,123.0,71.0,52.0,24.0,22.0,6.0,Q1,2023,2023-03-31
Prince Edward Island,321.0,101.0,220.0,46.0,5.0,169.0,Q2,2023,2023-06-30
Prince Edward Island,442.0,132.0,310.0,36.0,57.0,217.0,Q3,2023,2023-09-30
Prince Edward Island,253.0,142.0,111.0,36.0,14.0,61.0,Q4,2023,2023-12-31
Prince Edward Island,394.0,59.0,335.0,29.0,19.0,287.0,Q1,2024,2024-03-31
Prince Edward Island,317.0,86.0,231.0,58.0,23.0,150.0,Q2,2024,2024-06-30
Prince Edward Island,626.0,223.0,403.0,60.0,49.0,294.0,Q3,2024,2024-09-30
Prince Edward Island,357.0,150.0,207.0,16.0,46.0,145.0,Q4,2024,2024-12-31
Prince Edward Island,423.0,97.0,326.0,14.0,23.0,289.0,Q1,2025,2025-03-31
Prince Edward Island,328.0,125.0,203.0,18.0,12.0,173.0,Q2,2025,2025-06-30
Prince Edward Island,700.0,186.0,514.0,58.0,22.0,434.0,Q3,2025,2025-09-30
Quebec,9045.0,2863.0,6182.0,838.0,413.0,4931.0,Q1,2010,2010-03-31
Quebec,15922.0,6765.0,9157.0,1655.0,694.0,6808.0,Q2,2010,2010-06-30
Quebec,13423.0,5639.0,7784.0,832.0,389.0,6563.0,Q3,2010,2010-09-30
Quebec,12973.0,4282.0,8691.0,1034.0,533.0,7124.0,Q4,2010,2010-12-31
Quebec,8081.0,2364.0,5717.0,629.0,433.0,4655.0,Q1,2011,2011-03-31
Quebec,14150.0,5540.0,8610.0,1381.0,589.0,6640.0,Q2,2011,2011-06-30
Quebec,13051.0,4586.0,8465.0,910.0,419.0,7136.0,Q3,2011,2011-09-30
Quebec,13105.0,4064.0,9041.0,1082.0,414.0,7545.0,Q4,2011,2011-12-31
Quebec,6951.0,2185.0,4766.0,571.0,404.0,3791.0,Q1,2012,2012-03-31
Quebec,15102.0,5375.0,9727.0,1395.0,542.0,7790.0,Q2,2012,2012-06-30
Quebec,13113.0,4761.0,8352.0,883.0,445.0,7024.0,Q3,2012,2012-09-30
Quebec,12201.0,3738.0,8463.0,1017.0,513.0,6933.0,Q4,2012,2012-12-31
Quebec,5784.0,1696.0,4088.0,400.0,206.0,3482.0,Q1,2013,2013-03-31
Quebec,11421.0,4608.0,6813.0,1104.0,354.0,5355.0,Q2,2013,2013-06-30
Quebec,9892.0,3730.0,6162.0,681.0,163.0,5318.0,Q3,2013,2013-09-30
Quebec,10661.0,3110.0,7551.0,650.0,398.0,6503.0,Q4,2013,2013-12-31
Quebec,6420.0,1397.0,5023.0,575.0,206.0,4242.0,Q1,2014,2014-03-31
Quebec,11380.0,3716.0,7664.0,1046.0,416.0,6202.0,Q2,2014,2014-06-30
Quebec,9940.0,3441.0,6499.0,706.0,360.0,5433.0,Q3,2014,2014-09-30
Quebec,11070.0,2673.0,8397.0,756.0,415.0,7226.0,Q4,2014,2014-12-31
Quebec,4474.0,1010.0,3464.0,374.0,143.0,2947.0,Q1,2015,2015-03-31
Quebec,10569.0,3169.0,7400.0,1015.0,410.0,5975.0,Q2,2015,2015-06-30
Quebec,12311.0,3031.0,9280.0,648.0,325.0,8307.0,Q3,2015,2015-09-30
Quebec,10572.0,2488.0,8084.0,613.0,367.0,7104.0,Q4,2015,2015-12-31
Quebec,5932.0,1233.0,4699.0,451.0,215.0,4033.0,Q1,2016,2016-03-31
Quebec,10676.0,3229.0,7447.0,941.0,620.0,5886.0,Q2,2016,2016-06-30
Quebec,11515.0,3279.0,8236.0,644.0,492.0,7100.0,Q3,2016,2016-09-30
Quebec,10812.0,2996.0,7816.0,725.0,610.0,6481.0,Q4,2016,2016-12-31
Quebec,7423.0,1108.0,6315.0,485.0,280.0,5550.0,Q1,2017,2017-03-31
Quebec,11309.0,3390.0,7919.0,986.0,616.0,6317.0,Q2,2017,2017-06-30
Quebec,12836.0,3419.0,9417.0,665.0,476.0,8276.0,Q3,2017,2017-09-30
Quebec,14927.0,2794.0,12133.0,683.0,462.0,10988.0,Q4,2017,2017-12-31
Quebec,7463.0,1106.0,6357.0,515.0,330.0,5512.0,Q1,2018,2018-03-31
Quebec,14673.0,3479.0,11194.0,1157.0,631.0,9406.0,Q2,2018,2018-06-30
Quebec,9758.0,2485.0,7273.0,609.0,420.0,6244.0,Q3,2018,2018-09-30
Quebec,14980.0,2990.0,11990.0,714.0,532.0,10744.0,Q4,2018,2018-12-31
Quebec,7841.0,918.0,6923.0,439.0,219.0,6265.0,Q1,2019,2019-03-31
Quebec,14519.0,2575.0,11944.0,915.0,600.0,10429.0,Q2,2019,2019-06-30
Quebec,12804.0,3244.0,9560.0,749.0,388.0,8423.0,Q3,2019,2019-09-30
Quebec,12803.0,2252.0,10551.0,863.0,580.0,9108.0,Q4,2019,2019-12-31
Quebec,8971.0,1185.0,7786.0,549.0,306.0,6931.0,Q1,2020,2020-03-31
Quebec,12804.0,2757.0,10047.0,921.0,377.0,8749.0,Q2,2020,2020-06-30
Quebec,15145.0,3030.0,12115.0,830.0,514.0,10771.0,Q3,2020,2020-09-30
Quebec,17146.0,3889.0,13257.0,1214.0,423.0,11620.0,Q4,2020,2020-12-31
Quebec,14476.0,2649.0,11827.0,1044.0,461.0,10322.0,Q1,2021,2021-03-31
Quebec,20196.0,4803.0,15393.0,1314.0,705.0,13374.0,Q2,2021,2021-06-30
Quebec,15755.0,3431.0,12324.0,812.0,432.0,11080.0,Q3,2021,2021-09-30
Quebec,17383.0,3943.0,13440.0,1005.0,492.0,11943.0,Q4,2021,2021-12-31
Quebec,11818.0,2012.0,9806.0,720.0,340.0,8746.0,Q1,2022,2022-03-31
Quebec,18099.0,3718.0,14381.0,1027.0,455.0,12899.0,Q2,2022,2022-06-30
Quebec,13780.0,3523.0,10257.0,756.0,237.0,9264.0,Q3,2022,2022-09-30
Quebec,13410.0,3188.0,10222.0,649.0,200.0,9373.0,Q4,2022,2022-12-31
Quebec,6957.0,1240.0,5717.0,318.0,74.0,5325.0,Q1,2023,2023-03-31
Quebec,9687.0,2678.0,7009.0,500.0,176.0,6333.0,Q2,2023,2023-06-30
Quebec,11870.0,2739.0,9131.0,453.0,196.0,8482.0,Q3,2023,2023-09-30
Quebec,10398.0,1944.0,8454.0,449.0,176.0,7829.0,Q4,2023,2023-12-31
Quebec,8300.0,1349.0,6951.0,431.0,136.0,6384.0,Q1,2024,2024-03-31
Quebec,14911.0,2409.0,12502.0,545.0,293.0,11664.0,Q2,2024,2024-06-30
Quebec,9688.0,1250.0,8438.0,372.0,124.0,7942.0,Q3,2024,2024-09-30
Quebec,15814.0,3550.0,12264.0,652.0,288.0,11324.0,Q4,2024,2024-12-31
Quebec,10588.0,850.0,9738.0,434.0,324.0,8980.0,Q1,2025,2025-03-31
Quebec,17843.0,2876.0,14967.0,785.0,480.0,13702.0,Q2,2025,2025-06-30
Quebec,14548.0,3409.0,11139.0,546.0,389.0,10204.0,Q3,2025,2025-09-30
Saskatchewan,786.0,543.0,243.0,16.0,37.0,190.0,Q1,2010,2010-03-31
Saskatchewan,1474.0,1207.0,267.0,59.0,118.0,90.0,Q2,2010,2010-06-30
Saskatchewan,1800.0,1185.0,615.0,87.0,188.0,340.0,Q3,2010,2010-09-30
Saskatchewan,1847.0,895.0,952.0,64.0,142.0,746.0,Q4,2010,2010-12-31
Saskatchewan,1156.0,564.0,592.0,48.0,119.0,425.0,Q1,2011,2011-03-31
Saskatchewan,1921.0,1300.0,621.0,57.0,295.0,269.0,Q2,2011,2011-06-30
Saskatchewan,2153.0,1324.0,829.0,72.0,287.0,470.0,Q3,2011,2011-09-30
Saskatchewan,1801.0,964.0,837.0,66.0,177.0,594.0,Q4,2011,2011-12-31
Saskatchewan,1601.0,766.0,835.0,86.0,157.0,592.0,Q1,2012,2012-03-31
Saskatchewan,2766.0,1715.0,1051.0,139.0,180.0,732.0,Q2,2012,2012-06-30
Saskatchewan,2944.0,1580.0,1364.0,226.0,305.0,833.0,Q3,2012,2012-09-30
Saskatchewan,2657.0,1110.0,1547.0,233.0,171.0,1143.0,Q4,2012,2012-12-31
Saskatchewan,1249.0,590.0,659.0,66.0,104.0,489.0,Q1,2013,2013-03-31
Saskatchewan,2157.0,1219.0,938.0,73.0,256.0,609.0,Q2,2013,2013-06-30
Saskatchewan,3014.0,1380.0,1634.0,187.0,466.0,981.0,Q3,2013,2013-09-30
Saskatchewan,1870.0,995.0,875.0,120.0,185.0,570.0,Q4,2013,2013-12-31
Saskatchewan,1303.0,507.0,796.0,103.0,167.0,526.0,Q1,2014,2014-03-31
Saskatchewan,2482.0,1302.0,1180.0,150.0,232.0,798.0,Q2,2014,2014-06-30
Saskatchewan,2614.0,1128.0,1486.0,142.0,192.0,1152.0,Q3,2014,2014-09-30
Saskatchewan,1858.0,870.0,988.0,107.0,290.0,591.0,Q4,2014,2014-12-31
Saskatchewan,952.0,329.0,623.0,64.0,30.0,529.0,Q1,2015,2015-03-31
Saskatchewan,1573.0,779.0,794.0,63.0,233.0,498.0,Q2,2015,2015-06-30
Saskatchewan,1261.0,718.0,543.0,30.0,158.0,355.0,Q3,2015,2015-09-30
Saskatchewan,1363.0,588.0,775.0,79.0,155.0,541.0,Q4,2015,2015-12-31
Saskatchewan,743.0,423.0,320.0,55.0,47.0,218.0,Q1,2016,2016-03-31
Saskatchewan,1251.0,737.0,514.0,71.0,112.0,331.0,Q2,2016,2016-06-30
Saskatchewan,1622.0,891.0,731.0,93.0,208.0,430.0,Q3,2016,2016-09-30
Saskatchewan,1159.0,717.0,442.0,109.0,147.0,186.0,Q4,2016,2016-12-31
Saskatchewan,802.0,423.0,379.0,124.0,86.0,169.0,Q1,2017,2017-03-31
Saskatchewan,1352.0,823.0,529.0,68.0,146.0,315.0,Q2,2017,2017-06-30
Saskatchewan,1553.0,850.0,703.0,103.0,186.0,414.0,Q3,2017,2017-09-30
Saskatchewan,1197.0,533.0,664.0,73.0,154.0,437.0,Q4,2017,2017-12-31
Saskatchewan,761.0,259.0,502.0,26.0,78.0,398.0,Q1,2018,2018-03-31
Saskatchewan,840.0,437.0,403.0,58.0,103.0,242.0,Q2,2018,2018-06-30
Saskatchewan,1045.0,623.0,422.0,75.0,83.0,264.0,Q3,2018,2018-09-30
Saskatchewan,964.0,459.0,505.0,40.0,78.0,387.0,Q4,2018,2018-12-31
Saskatchewan,345.0,192.0,153.0,19.0,67.0,67.0,Q1,2019,2019-03-31
Saskatchewan,614.0,349.0,265.0,59.0,60.0,146.0,Q2,2019,2019-06-30
Saskatchewan,797.0,382.0,415.0,40.0,57.0,318.0,Q3,2019,2019-09-30
Saskatchewan,671.0,374.0,297.0,19.0,88.0,190.0,Q4,2019,2019-12-31
Saskatchewan,502.0,197.0,305.0,15.0,84.0,206.0,Q1,2020,2020-03-31
Saskatchewan,606.0,289.0,317.0,46.0,32.0,239.0,Q2,2020,2020-06-30
Saskatchewan,1179.0,474.0,705.0,34.0,163.0,508.0,Q3,2020,2020-09-30
Saskatchewan,800.0,448.0,352.0,75.0,117.0,160.0,Q4,2020,2020-12-31
Saskatchewan,1002.0,295.0,707.0,47.0,61.0,599.0,Q1,2021,2021-03-31
Saskatchewan,1233.0,592.0,641.0,61.0,209.0,371.0,Q2,2021,2021-06-30
Saskatchewan,1028.0,463.0,565.0,47.0,144.0,374.0,Q3,2021,2021-09-30
Saskatchewan,909.0,445.0,464.0,81.0,160.0,223.0,Q4,2021,2021-12-31
Saskatchewan,555.0,288.0,267.0,20.0,73.0,174.0,Q1,2022,2022-03-31
Saskatchewan,1589.0,568.0,1021.0,50.0,195.0,776.0,Q2,2022,2022-06-30
Saskatchewan,1114.0,537.0,577.0,72.0,108.0,397.0,Q3,2022,2022-09-30
Saskatchewan,953.0,347.0,606.0,18.0,83.0,505.0,Q4,2022,2022-12-31
Saskatchewan,845.0,151.0,694.0,12.0,46.0,636.0,Q1,2023,2023-03-31
Saskatchewan,1084.0,398.0,686.0,66.0,100.0,520.0,Q2,2023,2023-06-30
Saskatchewan,1339.0,455.0,884.0,61.0,73.0,750.0,Q3,2023,2023-09-30
Saskatchewan,1351.0,434.0,917.0,56.0,42.0,819.0,Q4,2023,2023-12-31
Saskatchewan,704.0,197.0,507.0,51.0,94.0,362.0,Q1,2024,2024-03-31
Saskatchewan,932.0,374.0,558.0,56.0,92.0,410.0,Q2,2024,2024-06-30
Saskatchewan,1499.0,473.0,1026.0,50.0,167.0,809.0,Q3,2024,2024-09-30
Saskatchewan,1184.0,492.0,692.0,59.0,151.0,482.0,Q4,2024,2024-12-31
Saskatchewan,1316.0,326.0,990.0,60.0,332.0,598.0,Q1,2025,2025-03-31
Saskatchewan,1592.0,580.0,1012.0,80.0,126.0,806.0,Q2,2025,2025-06-30
Saskatchewan,1713.0,633.0,1080.0,66.0,114.0,900.0,Q3,2025,2025-09-30
